OrderItem ID,Order ID,Product ID,Quantity,Price,Subtotal
279,,,23.48,510.82,916
280,,,76.64,500.6,639
281,,,95.98,586.31,57
282,,,64.86,750.48,135
283,,,37.1,169.29,180
284,,,33.03,984.33,33
285,,,13.0,57.11,322
286,,,17.93,567.33,693
287,,,42.95,706.43,385
288,,,49.74,130.52,672
289,,,35.15,522.69,533
290,,,68.79,239.46,121
291,,,31.74,772.45,468
292,,,80.76,600.48,521
293,,,54.37,290.7,148
294,,,51.81,574.56,876
295,,,1.46,2.64,400
296,,,94.45,717.76,734
297,,,14.29,672.69,486
298,,,85.39,360.96,574
299,,,59.56,660.23,205
300,,,23.15,376.94,240
301,,,49.98,19.24,162
302,,,24.45,559.89,343
303,,,99.05,215.53,979
304,,,36.32,662.48,918
305,,,97.93,111.25,38
306,,,48.04,483.36,639
307,,,32.51,578.29,681
308,,,11.91,663.51,214
309,,,68.5,318.5,949
310,,,3.02,977.7,428
311,,,89.05,70.7,536
312,,,39.4,706.85,293
313,,,41.62,532.95,542
314,,,43.82,53.4,235
315,,,40.82,96.29,762
316,,,72.5,905.37,664
317,,,39.49,853.05,406
318,,,6.9,289.17,105
319,,,46.82,951.7,519
320,,,27.44,245.68,219
321,,,92.24,242.34,547
322,,,99.05,45.17,433
323,,,87.04,608.36,414
324,,,58.22,159.02,671
325,,,29.76,19.91,698
326,,,5.64,584.89,764
327,,,73.45,741.08,365
328,,,49.51,79.13,501
329,,,84.68,23.48,526
330,,,14.16,755.69,978
331,,,91.87,480.53,552
332,,,17.41,901.15,251
333,,,21.04,586.24,729
334,,,80.96,100.18,412
335,,,92.55,966.69,170
336,,,68.96,935.07,777
337,,,86.68,443.26,817
338,,,52.01,662.58,779
339,,,80.2,58.17,96
340,,,43.23,415.65,577
341,,,92.01,359.12,972
342,,,6.91,127.44,772
343,,,51.95,542.89,377
344,,,26.72,432.74,229
345,,,48.07,297.17,610
346,,,94.33,393.61,158
347,,,90.75,815.19,603
348,,,61.89,256.67,136
349,,,31.83,759.09,814
350,,,12.25,285.22,667
351,,,48.72,140.3,342
352,,,16.26,424.54,242
353,,,41.51,705.96,795
354,,,47.73,509.2,891
355,,,22.97,788.59,656
356,,,56.88,676.97,328
357,,,86.19,689.41,327
358,,,17.68,443.9,2
359,,,15.18,798.3,286
360,,,22.77,329.85,482
361,,,51.96,132.07,548
362,,,90.34,406.29,79
363,,,46.3,328.31,493
364,,,85.96,87.61,827
365,,,41.0,149.41,510
366,,,47.9,548.3,672
367,,,85.13,596.07,467
368,,,17.93,255.46,288
369,,,78.98,647.4,356
370,,,32.8,20.59,579
371,,,84.98,512.57,678
372,,,96.89,573.56,27
373,,,17.66,169.28,733
374,,,86.04,779.87,614
375,,,9.44,157.22,383
376,,,37.45,232.17,422
377,,,46.46,946.71,12
378,,,78.05,588.14,38
379,,,67.97,242.69,932
380,,,1.23,16.29,412
381,,,77.24,20.98,866
382,,,58.77,856.1,291
383,,,73.83,328.86,888
384,,,17.12,983.37,508
385,,,35.61,830.27,98
386,,,48.58,427.36,746
387,,,36.68,696.68,913
388,,,58.52,38.95,67
389,,,62.11,712.49,964
390,,,54.37,859.26,909
391,,,18.9,106.78,293
392,,,80.47,336.01,532
393,,,85.53,441.34,845
394,,,21.76,912.52,597
395,,,12.14,151.19,232
396,,,32.86,242.25,913
397,,,44.94,33.54,786
398,,,90.13,925.59,60
399,,,9.16,24.5,339
400,,,52.11,292.91,413
401,,,1.75,993.7,554
402,,,64.67,516.82,458
403,,,54.27,267.31,544
404,,,29.98,930.94,616
405,,,40.38,480.16,843
406,,,11.98,38.01,807
407,,,68.02,773.43,165
408,,,47.75,737.33,659
409,,,44.64,69.15,462
410,,,65.16,848.31,908
411,,,37.29,51.05,120
412,,,24.94,627.89,986
413,,,43.35,122.42,396
414,,,17.29,101.32,47
415,,,75.99,841.26,483
416,,,63.78,281.97,525
417,,,36.78,255.49,983
418,,,23.12,476.44,745
419,,,70.45,927.15,43
420,,,37.45,327.3,615
421,,,70.0,805.48,190
422,,,14.73,209.19,869
423,,,8.28,860.92,400
424,,,39.36,445.87,370
425,,,39.4,513.61,133
426,,,1.92,902.52,569
427,,,71.68,925.55,200
428,,,41.77,181.01,986
429,,,63.86,433.91,631
430,,,76.17,790.59,833
431,,,98.94,95.94,846
432,,,56.86,478.89,3
433,,,17.62,970.19,429
434,,,96.26,246.4,720
435,,,44.71,954.82,360
436,,,64.65,947.73,157
437,,,70.98,158.64,248
438,,,53.79,198.62,535
439,,,35.76,261.18,369
440,,,37.62,147.34,214
441,,,60.16,574.67,773
442,,,57.0,959.84,356
443,,,44.3,459.57,312
444,,,59.65,796.02,234
445,,,61.82,5.93,571
446,,,83.83,285.02,23
447,,,99.78,163.31,342
448,,,26.78,21.35,875
449,,,62.14,292.14,312
450,,,71.81,729.75,313
451,,,34.21,422.66,286
452,,,88.53,338.68,507
453,,,64.41,539.63,331
454,,,56.03,776.75,863
455,,,38.55,421.28,710
456,,,33.37,78.29,33
457,,,34.43,748.47,80
458,,,96.9,428.07,286
459,,,12.31,881.57,52
460,,,18.95,22.05,792
461,,,14.52,305.24,814
462,,,33.0,249.63,324
463,,,66.07,870.09,461
464,,,71.5,180.76,920
465,,,70.07,385.16,903
466,,,65.08,619.75,752
467,,,25.84,826.22,251
468,,,43.08,365.91,519
469,,,28.8,713.25,718
470,,,4.0,906.86,110
471,,,17.48,891.27,438
472,,,42.28,780.82,143
473,,,18.06,873.22,148
474,,,97.64,886.56,364
475,,,68.51,564.12,696
476,,,70.73,541.31,56
477,,,58.73,174.64,31
478,,,43.2,607.91,785
479,,,80.78,791.42,42
480,,,27.09,55.61,203
481,,,44.22,841.79,895
482,,,74.28,390.46,890
483,,,13.05,975.85,732
484,,,20.27,796.51,824
485,,,55.19,613.53,653
486,,,76.82,170.78,88
487,,,63.61,298.48,842
488,,,77.4,112.39,194
489,,,61.43,525.12,272
490,,,47.24,583.85,309
491,,,53.95,258.52,571
492,,,14.47,582.07,914
493,,,11.09,408.13,697
494,,,41.44,469.93,917
495,,,76.73,786.86,879
496,,,67.9,572.72,47
497,,,72.04,948.29,250
498,,,77.3,241.88,781
499,,,95.33,311.0,810
500,,,12.48,353.3,810
501,,,46.59,690.43,710
502,,,92.38,946.49,406
503,,,46.73,135.17,773
504,,,70.43,943.12,507
505,,,54.05,361.02,862
506,,,15.57,645.0,912
507,,,95.71,914.84,397
508,,,2.13,552.48,706
509,,,86.36,974.9,364
510,,,27.75,606.31,960
511,,,29.88,802.19,681
512,,,51.11,134.11,635
513,,,14.17,38.85,85
514,,,68.21,656.16,10
515,,,64.91,139.49,521
516,,,87.38,775.83,865
517,,,76.02,695.86,107
518,,,30.58,893.26,94
519,,,94.22,986.67,680
520,,,55.5,17.34,820
521,,,67.77,808.28,570
522,,,98.75,962.55,165
523,,,40.76,973.57,882
524,,,70.5,162.61,567
525,,,55.64,620.77,968
526,,,80.66,790.95,646
527,,,8.59,650.52,37
528,,,92.37,459.58,534
529,,,91.4,617.71,83
530,,,50.85,691.39,36
531,,,88.39,603.15,367
532,,,1.07,312.99,893
533,,,91.56,782.22,320
534,,,14.12,795.13,213
535,,,87.3,632.41,318
536,,,92.31,971.57,104
537,,,11.89,401.82,695
538,,,82.45,378.05,210
539,,,91.88,750.75,388
540,,,67.64,32.9,88
541,,,86.46,469.44,408
542,,,27.42,551.43,320
543,,,41.53,418.29,838
544,,,78.92,294.63,589
545,,,20.46,522.07,767
546,,,93.23,612.42,830
547,,,84.02,353.16,764
548,,,54.1,986.63,512
549,,,37.93,34.44,460
550,,,89.9,656.54,303
551,,,94.54,850.59,258
552,,,97.75,179.61,595
553,,,16.29,710.72,410
554,,,8.5,792.1,801
555,,,99.81,267.25,891
556,,,22.53,721.8,511
557,,,64.08,583.23,559
558,,,36.82,611.05,536
559,,,79.2,364.0,902
560,,,36.88,278.32,1
561,,,6.74,480.69,862
562,,,49.36,605.76,141
563,,,92.59,915.23,931
564,,,38.02,370.55,621
565,,,50.64,836.74,680
566,,,57.46,75.85,310
567,,,67.58,652.77,94
568,,,59.19,551.99,856
569,,,27.18,429.28,684
570,,,62.91,963.08,240
571,,,7.88,24.71,587
572,,,35.08,506.53,766
573,,,45.76,312.78,659
574,,,23.43,895.67,542
575,,,93.51,401.03,345
576,,,1.04,95.02,914
577,,,92.98,227.02,415
578,,,58.91,921.75,649
579,,,23.06,122.29,856
580,,,81.66,945.77,125
581,,,53.41,887.02,792
582,,,96.81,30.39,652
583,,,22.82,977.64,520
584,,,53.31,387.81,147
585,,,61.97,200.13,783
586,,,3.09,970.35,496
587,,,48.55,12.23,558
588,,,31.41,596.15,991
589,,,28.5,870.53,181
590,,,78.66,517.58,893
591,,,95.86,217.3,676
592,,,82.29,520.31,924
593,,,91.22,173.21,287
594,,,89.35,424.05,853
595,,,3.08,599.04,975
596,,,18.57,283.63,997
597,,,18.14,270.28,484
598,,,57.65,517.06,687
599,,,65.86,649.63,331
600,,,7.48,98.28,956
601,,,18.17,234.26,250
602,,,40.6,558.62,592
603,,,43.38,324.03,324
604,,,14.17,115.18,919
605,,,96.24,835.09,745
606,,,70.2,260.94,981
607,,,78.09,999.19,744
608,,,25.34,985.26,764
609,,,29.39,185.05,628
610,,,52.85,243.19,85
611,,,36.36,5.03,579
612,,,87.56,627.8,42
613,,,69.92,925.13,859
614,,,22.16,548.27,993
615,,,32.49,855.46,881
616,,,93.19,916.06,940
617,,,50.29,588.72,840
618,,,77.73,201.88,309
619,,,58.72,863.72,199
620,,,73.21,482.57,240
621,,,1.1,479.99,221
622,,,69.34,903.98,14
623,,,79.07,764.45,315
624,,,89.9,446.47,119
625,,,76.05,843.48,5
626,,,44.58,557.1,679
627,,,40.09,797.53,621
628,,,80.6,520.87,783
629,,,98.65,445.86,829
630,,,31.36,952.69,316
631,,,98.71,53.26,157
632,,,90.94,123.3,455
633,,,73.05,727.54,42
634,,,71.2,298.64,486
635,,,58.49,6.52,729
636,,,42.11,271.21,37
637,,,93.22,358.38,889
638,,,23.04,230.45,844
639,,,11.45,209.21,699
640,,,91.01,455.37,100
641,,,9.34,965.76,836
642,,,24.43,208.68,357
643,,,3.96,200.14,775
644,,,11.65,665.55,758
645,,,3.38,207.67,518
646,,,47.63,21.27,601
647,,,57.68,961.01,816
648,,,95.71,482.11,761
649,,,12.43,141.9,460
650,,,80.11,538.2,600
651,,,7.8,749.97,744
652,,,26.16,242.18,483
653,,,36.65,423.14,293
654,,,53.33,150.07,238
655,,,70.6,422.77,315
656,,,83.41,516.35,37
657,,,58.56,891.5,484
658,,,88.54,646.3,188
659,,,21.6,783.68,876
660,,,17.47,309.2,436
661,,,25.74,559.33,940
662,,,30.3,425.4,972
663,,,56.64,111.92,435
664,,,92.41,945.33,743
665,,,11.69,768.01,534
666,,,15.42,766.5,101
667,,,8.32,834.56,459
668,,,71.53,674.63,311
669,,,93.02,784.54,161
670,,,22.72,188.84,989
671,,,29.83,616.44,216
672,,,96.09,623.79,293
673,,,60.52,586.32,961
674,,,96.59,628.81,201
675,,,10.98,514.85,2
676,,,52.9,855.97,476
677,,,16.14,964.82,434
678,,,26.45,668.26,555
679,,,98.42,225.07,161
680,,,19.49,388.18,153
681,,,13.47,15.68,517
682,,,40.46,339.79,428
683,,,8.93,711.33,280
684,,,9.24,220.4,682
685,,,22.31,817.71,219
686,,,66.89,580.06,685
687,,,81.96,296.91,675
688,,,27.06,780.81,714
689,,,87.4,108.51,499
690,,,12.52,676.26,902
691,,,97.36,62.07,602
692,,,36.94,192.18,982
693,,,17.59,772.84,190
694,,,45.78,396.38,690
695,,,38.34,997.02,580
696,,,3.55,181.99,291
697,,,70.28,628.15,554
698,,,33.96,515.46,194
699,,,97.73,923.82,157
700,,,55.47,842.56,693
701,,,31.07,57.77,962
702,,,60.77,507.51,705
703,,,34.3,127.52,667
704,,,69.48,423.78,624
705,,,12.66,574.5,650
706,,,64.22,294.6,507
707,,,28.05,569.96,361
708,,,8.43,900.62,403
709,,,7.86,68.52,949
710,,,12.57,304.9,179
711,,,60.15,133.67,9
712,,,4.15,531.98,376
713,,,4.04,428.82,64
714,,,31.06,53.42,689
715,,,21.02,623.65,280
716,,,12.57,364.18,781
717,,,34.69,154.53,681
718,,,61.94,744.17,377
719,,,65.55,896.3,207
720,,,56.08,116.07,516
721,,,85.6,42.24,370
722,,,16.85,765.0,461
723,,,1.96,932.56,338
724,,,22.34,569.43,695
725,,,45.92,716.94,310
726,,,59.48,837.62,662
727,,,47.42,830.57,961
728,,,23.65,443.39,114
729,,,1.86,539.62,977
730,,,97.21,19.53,156
731,,,10.06,540.62,842
732,,,50.61,444.66,653
733,,,8.68,658.96,312
734,,,82.15,719.18,8
735,,,45.97,559.17,608
736,,,2.96,426.47,815
737,,,7.72,1.7,848
738,,,62.94,163.35,607
739,,,5.82,367.92,700
740,,,37.79,617.39,193
741,,,88.08,357.6,596
742,,,84.14,742.53,951
743,,,69.25,956.67,88
744,,,34.31,6.9,903
745,,,85.25,129.62,770
746,,,54.89,908.96,239
747,,,6.13,502.52,751
748,,,26.81,6.82,904
749,,,9.18,134.08,813
750,,,73.0,546.55,422
751,,,90.54,872.33,886
752,,,5.47,189.85,153
753,,,73.08,601.4,846
754,,,44.34,461.01,541
755,,,70.83,449.0,251
756,,,7.88,704.49,679
757,,,50.18,206.18,552
758,,,49.56,510.55,886
759,,,79.65,419.7,526
760,,,7.92,732.18,417
761,,,14.44,719.87,656
762,,,24.18,68.14,610
763,,,12.31,495.95,79
764,,,58.16,913.1,171
765,,,46.7,391.34,905
766,,,38.65,860.85,665
767,,,41.86,189.92,848
768,,,75.54,594.14,541
769,,,89.18,831.95,115
770,,,50.88,692.14,181
771,,,70.83,33.77,921
772,,,44.83,179.94,857
773,,,17.72,9.12,800
774,,,47.79,127.94,232
775,,,16.75,903.87,331
776,,,43.13,506.15,265
777,,,40.38,235.89,252
778,,,46.27,208.46,8
779,,,37.81,961.64,389
780,,,31.31,394.12,596
781,,,95.06,409.31,132
782,,,48.02,203.07,522
783,,,85.62,29.91,728
784,,,15.48,309.95,341
785,,,52.22,39.46,619
786,,,73.59,624.37,565
787,,,50.12,687.81,125
788,,,66.62,119.54,980
789,,,22.47,792.11,656
790,,,57.95,496.49,888
791,,,59.38,494.04,868
792,,,49.0,267.98,832
793,,,53.94,922.26,956
794,,,74.09,272.6,247
795,,,41.65,834.04,465
796,,,27.74,827.62,623
797,,,26.88,285.64,753
798,,,85.64,616.1,906
799,,,51.71,842.96,772
800,,,92.97,428.84,765
801,,,3.09,415.28,450
802,,,63.28,689.85,243
803,,,11.47,805.48,431
804,,,74.78,685.63,254
805,,,81.33,547.61,464
806,,,97.09,212.86,605
807,,,32.17,861.5,351
808,,,95.47,800.94,200
809,,,51.04,676.35,114
810,,,50.4,675.85,882
811,,,76.84,475.87,899
812,,,88.42,579.37,30
813,,,21.29,231.18,370
814,,,66.63,820.52,434
815,,,40.91,820.77,247
816,,,43.97,915.21,6
817,,,26.8,320.07,847
818,,,81.43,938.26,934
819,,,69.38,687.6,823
820,,,89.32,472.01,173
821,,,54.81,10.56,622
822,,,48.64,501.22,932
823,,,29.42,777.44,80
824,,,47.04,638.29,99
825,,,61.12,43.57,751
826,,,72.15,761.1,770
827,,,24.39,95.08,877
828,,,49.94,878.4,909
829,,,35.82,943.13,569
830,,,59.02,177.93,977
831,,,83.88,59.42,246
832,,,79.82,806.31,305
833,,,53.55,216.35,272
834,,,64.43,246.93,579
835,,,73.04,195.85,512
836,,,65.26,546.9,705
837,,,63.73,82.38,843
838,,,39.69,672.43,750
839,,,23.74,801.61,281
840,,,67.61,237.71,28
841,,,42.33,196.21,72
842,,,92.95,986.68,395
843,,,74.34,750.1,230
844,,,91.23,592.61,761
845,,,70.67,220.23,109
846,,,54.83,485.33,623
847,,,24.96,620.27,105
848,,,95.61,144.33,590
849,,,65.0,729.87,872
850,,,7.08,595.25,782
851,,,73.37,177.46,500
852,,,20.82,899.04,326
853,,,64.18,747.9,362
854,,,22.97,549.71,274
855,,,59.51,673.84,524
856,,,23.33,281.57,105
857,,,28.52,913.84,49
858,,,76.62,941.07,865
859,,,17.31,482.11,964
860,,,47.68,924.84,256
861,,,4.05,788.17,886
862,,,60.8,44.47,656
863,,,1.55,481.8,295
864,,,98.17,285.28,928
865,,,16.11,669.5,116
866,,,28.35,945.88,871
867,,,99.5,742.49,812
868,,,6.88,86.22,653
869,,,61.31,481.95,143
870,,,26.56,849.57,151
871,,,82.96,686.41,825
872,,,95.04,193.62,969
873,,,43.98,619.03,687
874,,,6.83,837.82,818
875,,,46.89,357.63,249
876,,,31.93,985.24,733
877,,,3.38,521.7,773
878,,,12.23,252.55,6
879,,,46.7,655.74,394
880,,,96.52,52.48,858
881,,,32.4,380.55,715
882,,,96.04,970.68,681
883,,,89.39,820.62,525
884,,,40.05,35.3,680
885,,,58.5,769.17,326
886,,,48.66,30.22,97
887,,,57.78,306.03,615
888,,,87.93,144.11,715
889,,,70.62,888.87,7
890,,,65.32,250.3,52
891,,,16.97,247.21,391
892,,,75.82,992.08,541
893,,,22.52,835.65,21
894,,,46.02,482.27,7
895,,,87.3,631.8,342
896,,,51.82,253.45,101
897,,,49.96,898.41,940
898,,,6.11,978.0,659
899,,,48.39,979.47,592
900,,,41.59,53.02,568
901,,,8.9,152.06,739
902,,,43.51,154.63,475
903,,,58.29,577.51,641
904,,,81.61,887.79,103
905,,,13.58,435.09,560
906,,,31.59,131.41,15
907,,,7.52,521.29,161
908,,,76.35,415.97,256
909,,,53.0,584.49,214
910,,,2.54,222.35,539
911,,,62.12,187.49,62
912,,,29.15,55.51,444
913,,,1.85,315.55,689
914,,,31.65,953.31,770
915,,,79.19,719.01,8
916,,,31.37,738.56,351
917,,,25.69,4.61,778
918,,,71.25,843.36,275
919,,,8.31,864.14,775
920,,,82.94,794.67,512
921,,,90.08,475.51,279
922,,,8.77,902.31,105
923,,,93.61,226.41,588
924,,,24.99,222.95,173
925,,,46.92,758.83,317
926,,,28.69,819.04,929
927,,,56.27,315.65,372
928,,,21.86,600.02,939
929,,,30.73,930.66,957
930,,,87.41,30.86,279
931,,,58.19,333.13,656
932,,,21.01,582.52,807
933,,,29.57,695.35,232
934,,,74.43,850.99,334
935,,,66.51,629.24,504
936,,,42.9,377.56,268
937,,,38.38,379.64,228
938,,,91.17,525.06,948
939,,,69.48,944.53,107
940,,,43.25,80.67,798
941,,,94.54,899.23,281
942,,,9.22,36.82,776
943,,,22.45,261.92,718
944,,,41.04,209.46,845
945,,,18.04,353.74,892
946,,,45.77,165.8,25
947,,,91.16,121.14,682
948,,,71.22,165.69,782
949,,,81.57,313.87,362
950,,,24.3,569.1,249
951,,,75.37,617.59,919
952,,,33.82,643.38,231
953,,,61.46,100.22,663
954,,,11.1,375.6,322
955,,,87.52,643.62,253
956,,,9.73,473.55,208
957,,,76.7,75.28,866
958,,,92.39,139.85,759
959,,,60.79,511.17,821
960,,,79.0,41.94,270
961,,,12.47,227.9,697
962,,,31.87,535.37,476
963,,,15.99,113.07,384
964,,,4.61,227.24,790
965,,,47.05,228.84,646
966,,,22.19,803.74,602
967,,,93.84,288.29,90
968,,,12.98,655.45,330
969,,,60.06,314.7,639
970,,,90.46,308.24,197
971,,,61.46,751.77,584
972,,,75.6,962.24,854
973,,,86.19,131.53,708
974,,,28.91,720.87,772
975,,,41.38,565.49,13
976,,,86.3,392.88,291
977,,,82.33,70.34,888
978,,,80.82,428.26,516
979,,,86.05,7.16,235
980,,,94.76,613.97,371
981,,,77.69,431.46,196
982,,,51.4,351.98,304
983,,,13.75,714.42,917
984,,,70.39,6.17,26
985,,,57.51,755.77,809
986,,,23.96,841.64,633
987,,,82.06,813.71,222
988,,,73.14,363.69,972
989,,,82.42,419.03,731
990,,,63.15,862.58,285
991,,,40.33,767.91,408
992,,,2.32,429.33,287
993,,,2.18,316.62,565
994,,,22.26,189.63,16
995,,,95.08,394.17,287
